,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.000248909,-0.0003092289,0.0029029846,-0.0006828308,-0.00011008978,0.00015962124,-0.00016379356,-0.0002965927,-0.00034689903,6.663799e-05,0.0020256042,0.001739502,2.3663044e-05,0.0002503395,-0.00020217896,0.0006136894,6.222725e-05,-4.6670437e-05,-4.041195e-05,-5.799532e-05,4.929304e-05,-0.0007414818,0.00077962875,-0.0025978088,0.0003809929,-0.0004734993,-0.00023460388,0.00062942505,-0.0009250641,-0.0010328293,-0.0009050369,-0.0006542206
1,0.0010375977,-0.00016379356,-0.00038862228,-0.0004017353,-0.0002708435,-0.00031781197,-3.284216e-05,0.0009627342,0.0006594658,0.0012741089,0.0019569397,0.00078344345,0.0011062622,0.00088214874,-0.0002374649,5.888939e-05,-0.00066041946,0.00038051605,-0.00013709068,0.0007343292,0.0023002625,0.0036029816,-0.00090551376,0.0007452965,-0.00025558472,0.0004067421,-0.00043344498,0.00038409233,0.0035095215,-0.000790596,1.2218952e-05,-0.0008864403
2,-0.00064373016,-0.000213027,0.00022757053,0.0024147034,4.351139e-06,0.0018615723,-0.0024662018,0.00051164627,0.00016498566,-1.4543533e-05,0.00016832352,0.00017225742,-4.041195e-05,0.0013456345,-0.0003015995,0.0007381439,0.00028157234,-0.00044107437,0.00053453445,0.0016288757,-0.0004041195,-0.0007596016,-0.00062942505,0.00040960312,-0.00064849854,0.0006747246,0.0009737015,-0.000790596,0.0004940033,0.0010480881,0.0003376007,0.00022256374
3,-0.0039863586,0.0067977905,0.001619339,-0.001493454,-0.00060129166,0.00068330765,0.0016174316,-0.0004553795,0.0015439987,-0.0017614365,-0.00067806244,0.0102005005,-0.0019683838,0.0006465912,0.00034594536,0.00053977966,0.0017929077,-0.0020370483,0.0013980865,0.004337311,-0.0018548965,0.0017957687,0.0033493042,-0.00030755997,-0.0035114288,-0.00046992302,0.0016746521,-0.00017988682,0.006942749,0.0008993149,-0.0042533875,-0.000936985
4,0.0018997192,0.0054092407,-0.010971069,0.012336731,0.0067749023,0.0018901825,-0.0039520264,-0.0050582886,-0.0018949509,-0.0017385483,-0.004749298,0.0006518364,-0.0020065308,0.001414299,-0.003730774,-0.0042762756,-0.0015239716,-0.0011501312,-8.058548e-05,-0.0017461777,-0.0019025803,-0.0044288635,0.00026369095,0.002872467,-0.0024318695,-0.0026454926,-0.002248764,-0.002111435,0.0084991455,0.0038909912,-0.00037813187,-0.002357483
5,0.0005788803,0.0021972656,-0.0017328262,0.0010185242,-0.0004901886,-0.0037384033,0.00022661686,0.002796173,0.0035629272,-0.00013530254,-0.004211426,-0.0009794235,-0.0004646778,0.0024642944,-0.0009870529,0.0009303093,-0.0025577545,0.004497528,-0.0046920776,-0.0011501312,0.0012874603,-0.0017518997,-0.0050239563,0.0033187866,-0.0034484863,-0.004600525,0.0024814606,0.007633209,-0.0010509491,0.00019001961,5.364418e-06,-0.005065918
6,0.0012788773,-0.0016126633,-0.00043535233,0.0012893677,0.0030593872,0.0011205673,0.0010519028,0.0026550293,-0.0019083023,-0.000641346,-0.00035738945,0.0012245178,-0.009963989,0.00012421608,-0.0064964294,0.0027503967,-0.00018131733,0.0052948,-0.002161026,0.002943039,0.0009822845,0.011123657,0.0017623901,-0.005962372,0.0016231537,-0.0013637543,0.0015792847,0.0017061234,0.0015306473,-0.0025043488,0.0012760162,-0.0013780594
7,-0.0011014938,0.0030460358,0.0037651062,0.005393982,0.0017938614,-0.0041236877,-0.0020046234,0.0057754517,0.021209717,-0.001244545,-0.005241394,-0.0063972473,0.0018548965,-0.0033016205,-0.00031495094,-0.0027542114,-0.0003476143,-0.0007557869,-0.0001540184,0.0027065277,0.0064697266,0.0011863708,0.002790451,-0.0034675598,0.01322937,-0.0025138855,0.0060157776,-0.007904053,-0.0003182888,0.007789612,0.010887146,-0.0031700134
8,0.005420685,-0.0016622543,-0.0046081543,-0.00390625,-0.00070142746,0.008712769,0.005645752,0.004764557,0.008651733,-0.003112793,0.0003478527,-0.0041389465,0.0039863586,0.003025055,0.001203537,-0.0022602081,-7.224083e-05,0.005207062,0.018707275,0.0036621094,0.003578186,0.0061454773,0.0030841827,-0.009918213,-0.0064888,0.006828308,0.00084257126,0.007663727,-0.008865356,0.0049743652,0.011764526,0.0074386597
9,-0.028320312,0.024856567,0.019515991,0.0056648254,0.0016794205,-0.018493652,0.013290405,0.0014982224,-0.0158844,-0.006954193,0.031829834,0.0043907166,0.0075149536,-0.0059661865,0.007205963,0.009521484,-0.0059394836,-0.010246277,-0.011894226,0.0039787292,-0.01109314,-0.016479492,0.032836914,0.015037537,-0.00793457,-0.0010175705,0.00074386597,0.008010864,0.0075569153,0.01348114,-0.0058937073,-0.017318726
