,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-9.518862e-05,-0.000259161,0.002904892,-0.00060606,-0.00014257431,0.00017499924,-0.00017094612,-0.00030875206,-0.00012278557,2.092123e-05,0.0021362305,0.0007019043,-1.9490719e-05,0.00024557114,-0.0003709793,0.0005760193,8.678436e-05,-3.361702e-05,-3.540516e-05,-0.00015878677,5.77569e-05,-0.0007414818,0.00079870224,-0.003025055,0.00041365623,-0.00048184395,-0.00019836426,0.0005555153,-0.0009250641,-0.0010328293,-0.0009012222,-0.0006542206
1,0.0013122559,-0.00019347668,-0.00054597855,-0.0002092123,-0.00035738945,-0.00025558472,-1.7285347e-05,0.0009851456,0.0010404587,0.0013694763,0.002029419,0.00067567825,0.0011196136,0.00086927414,-0.0002156496,0.00011622906,-0.0005698204,0.00033688545,-9.393692e-05,0.00065612793,0.0022602081,0.0036811829,-0.0008029938,0.0007805824,-0.00025224686,0.00031638145,-0.0005135536,0.00038290024,0.0025520325,-0.0004336834,6.401539e-05,-0.0008239746
2,-0.0005450249,-0.00035738945,7.1525574e-07,0.0019950867,-0.0006184578,0.0011100769,-0.001461029,-0.00026249886,0.0001872778,-4.053116e-05,0.0020275116,9.3340874e-05,-3.0040741e-05,0.0013618469,-0.00019466877,0.0006322861,8.7082386e-05,-0.0005469322,0.00037264824,-0.0007009506,-0.00037145615,-0.0007586479,-0.00062322617,0.00038719177,-0.0005888939,0.0006570816,0.00080013275,-0.00064468384,-5.6028366e-05,0.0008621216,0.00038218498,0.00045585632
3,-0.005554199,0.0070533752,-0.00010025501,-0.0022068024,-0.0006098747,0.0005912781,0.0015707016,-0.0002412796,0.0011663437,-0.0022182465,-0.0003607273,0.008972168,-0.0013313293,0.00031352043,0.00028800964,0.0011730194,0.0017375946,-0.0017156601,0.0015192032,0.0046844482,-0.0016775131,0.0028648376,0.00068616867,-0.00037264824,-0.0022144318,-0.00054216385,0.0016813278,-6.610155e-05,0.005332947,-0.0004210472,-0.0020599365,-0.0016202927
4,0.0011777878,0.004928589,-0.009033203,0.012176514,0.005329132,0.004432678,-0.0028743744,-0.0053367615,-0.0023441315,-0.00217247,-0.0046424866,0.0014972687,-0.0024089813,0.0004892349,-0.003118515,-0.009605408,-0.0015916824,-0.0012378693,-0.00052022934,-0.0014352798,-0.00085401535,-0.0037078857,7.742643e-05,0.002281189,-0.0029678345,-0.00087308884,-0.0013713837,-0.0046844482,0.0061798096,0.006576538,4.1365623e-05,-0.0038890839
5,0.0004556179,0.0038604736,-0.0016183853,0.0008444786,-0.00057792664,-0.0044822693,-0.0005364418,0.0037784576,0.0035572052,-0.000112473965,-0.004207611,-0.001036644,-0.00024962425,0.0008678436,-0.0014238358,0.0010881424,-0.0036640167,0.0022888184,-0.0041122437,0.0013837814,0.0007972717,-0.0012216568,-0.0021858215,0.0022830963,-0.0057678223,-0.0069122314,0.0030765533,0.0037059784,-0.000351429,0.00019025803,-0.00015473366,-0.0034980774
6,-0.00017809868,-0.002231598,-0.00014972687,0.0019779205,0.004501343,6.920099e-05,0.0018377304,-0.0018081665,-0.0020484924,0.00013411045,-0.00052547455,0.0011997223,-0.011245728,0.002161026,-0.005039215,0.0034103394,-0.0013179779,0.004322052,0.0029850006,0.0014705658,0.0043907166,0.011016846,0.00014519691,-0.0033893585,0.0011615753,-0.0007581711,0.0023841858,0.0019683838,0.0009584427,-0.0026931763,0.0014619827,-0.0015382767
7,-0.0010261536,0.0032100677,0.0027713776,0.00011795759,0.0013370514,-0.0070610046,0.0048561096,0.00037670135,0.02017212,-0.0014419556,-0.0054512024,-0.0061836243,0.00047969818,-0.0060272217,-0.003232956,-0.0048828125,-0.0018939972,-0.00019812584,0.0012598038,0.0037975311,0.0022068024,0.0072669983,0.0021018982,-0.0021133423,0.013885498,-0.0026931763,0.0059928894,-0.006000519,-0.00063943863,0.0052261353,0.007080078,-0.0019989014
8,0.00274086,-0.0021686554,-0.0037841797,-0.0041046143,-0.0008649826,0.008865356,0.004058838,0.0041503906,0.007820129,-0.003917694,-0.00054883957,-0.0045394897,0.003030777,0.0051002502,0.00095176697,-0.0046539307,0.0013751984,0.004398346,0.022857666,-0.00157547,0.0007252693,0.0046806335,0.0006804466,-0.0060043335,-0.012931824,0.0029315948,-0.0032997131,0.013465881,-0.007972717,0.0072784424,0.013458252,0.008140564
9,-0.0368042,0.022247314,0.025360107,0.008666992,0.0076904297,-0.018859863,0.0113220215,0.0011224747,-0.011940002,-0.005344391,0.027175903,0.0036392212,0.0056381226,-0.004776001,0.0077285767,0.008041382,0.0017662048,-0.013938904,-0.013504028,0.0075263977,-0.011993408,-0.016799927,0.033355713,0.014801025,-0.0149002075,-0.002067566,0.0012741089,0.006626129,0.0079422,0.010536194,-0.002462387,-0.015075684
10,-0.0053977966,0.008079529,-0.011634827,-9.1433525e-05,-0.0030021667,0.0022201538,-0.0060577393,-0.0009727478,-0.0006518364,-0.005344391,0.0020198822,0.005317688,-0.0008530617,0.0001296997,-0.0022716522,0.0037937164,0.023529053,-0.021148682,0.007396698,0.014541626,0.003326416,0.007537842,-0.0095825195,0.0027828217,0.012954712,0.01612854,0.002620697,-0.01663208,-0.001950264,0.00907135,0.00869751,-0.010665894
11,-0.00349617,0.0062675476,-0.012718201,0.004787445,-0.0071525574,-0.013763428,-0.0070228577,0.012969971,-0.009559631,0.0016870499,0.0032196045,0.0038604736,-0.0029144287,-0.014373779,0.0032100677,-0.0031433105,0.0032081604,-0.0038146973,-0.011245728,-0.019485474,0.0025501251,-0.0048828125,-0.0018806458,-0.006755829,-0.0019330978,0.008857727,-0.013969421,-0.0028800964,-0.0018014908,0.0009498596,-0.004463196,0.006500244
12,0.00072574615,-0.00031995773,-0.014373779,0.0010681152,-0.017105103,-0.039855957,0.08538818,-0.003370285,0.00035095215,0.011871338,9.5009804e-05,0.003232956,-0.0118255615,0.0028953552,-0.0020160675,0.0049057007,-0.007286072,-0.0031089783,-0.010299683,0.006046295,0.014274597,-0.0040130615,-0.0072250366,0.0042877197,-0.0034008026,0.012649536,-0.0079956055,-0.008476257,0.0039520264,-0.031799316,-0.020477295,0.017074585
13,-0.009063721,0.002779007,0.0009665489,0.023284912,0.0037250519,-0.019042969,-0.00024747849,-0.006175995,-0.0032234192,0.0098724365,0.0025482178,-0.0004169941,-0.0016145706,-0.01134491,0.0057792664,0.007911682,-0.008682251,-0.01940918,0.013175964,0.008377075,-0.0072288513,0.0010938644,0.0055885315,-0.0036849976,-0.0040779114,0.008651733,0.00299263,-0.0023040771,-0.061035156,0.0046195984,0.0029411316,0.0131073
14,0.027328491,-0.024291992,0.016540527,0.0071029663,-0.0060424805,0.0041923523,-0.004081726,0.00541687,-0.021774292,0.0039863586,-0.0015172958,-0.001045227,-0.00035619736,0.03765869,-0.027328491,0.003074646,-0.0070877075,-0.0005054474,-0.002784729,0.0058403015,-0.0011453629,-0.01247406,0.008636475,0.006702423,0.019317627,0.0067825317,0.008483887,-0.03491211,-0.03970337,0.03265381,-0.02571106,0.01071167
15,0.006000519,0.00039601326,0.007331848,0.00022482872,0.016738892,0.03062439,-0.07531738,0.07366943,-0.0014009476,0.010627747,-0.0009088516,0.0010499954,0.0013742447,-0.004459381,-0.003490448,0.00086927414,-0.0010480881,-0.004005432,-0.0024375916,0.0005340576,-0.009017944,0.0008826256,0.001253128,-0.0024604797,-0.02696228,0.009521484,-0.007797241,0.0015611649,0.0033111572,-0.00022995472,-0.0009045601,0.010871887
16,-0.0039749146,-0.011138916,-0.004047394,0.005420685,0.07305908,-0.020568848,-0.009567261,-0.004863739,0.004589081,0.0037651062,-0.0001885891,-0.0015993118,-0.012321472,0.029968262,0.0055122375,-0.002576828,0.0119018555,-0.0087509155,-0.005973816,0.0019950867,0.0013046265,0.0013914108,-0.0013771057,-0.002199173,-0.0020332336,0.005897522,0.003572464,-0.011619568,-0.0056495667,-0.0053710938,0.032440186,0.0029144287
17,-0.0041923523,-0.006252289,-0.0010089874,0.017318726,0.007385254,0.003238678,-0.0063819885,0.00409317,-0.00356102,0.0013237,-0.0015735626,0.0019741058,-0.007965088,-0.005970001,-0.005596161,0.00466156,-0.001540184,-4.9829483e-05,0.0005784035,-0.0017633438,0.11590576,0.12207031,-0.17382812,0.003780365,0.0041656494,-0.00015902519,0.0018835068,-0.0033111572,-0.0009851456,-0.0020542145,0.0064735413,-0.001707077
